dates,a_temp,m_temp,n_temp,s_prec,a_pres,n_pres,m_pres,a_ws,m_ws,m_gust,a_humi,m_humi,n_humi,a_vis,m_vis,n_vis,a_qff,m_qff,n_qff
2018-12-12,29.9,29.7,23.8,0.0,1010.1,1008.7,1012.6,5.5,20.5,27.7,67,88,69,12870,20000,8603,1011.6,1014.2,1010.3
2018-12-13,28.5,30.9,23.3,0.0,1010.0,1009.7,1014.3,4.8,18.4,30.2,67,83,57,16519,20000,8865,1011.6,1015.8,1011.3
2018-12-14,27.8,30.7,23.6,0.0,1009.3,1009.9,1014.2,3.2,18.4,24.8,72,75,56,8152,20000,6570,1010.9,1015.7,1011.5
2018-12-15,27.4,31.7,23.8,0.0,1008.7,1009.4,1014.0,3.9,15.1,23.4,64,75,53,12050,20000,13859,1010.3,1015.5,1011.0
2018-12-16,28.6,33.2,24.3,0.0,1008.2,1009.1,1014.6,4.3,16.6,25.9,59,77,53,12851,20000,10996,1009.8,1016.1,1010.7
2018-12-17,28.3,31.4,23.8,0.0,1009.4,1009.3,1014.8,4.4,20.5,30.2,72,80,57,10462,20000,7698,1011.0,1016.3,1010.9
2018-12-18,26.4,31.6,23.0,0.0,1012.3,1008.4,1013.8,4.9,23.8,32.4,81,90,54,15034,20000,6029,1013.9,1015.3,1010.0
2018-12-19,26.6,33.3,23.5,0.0,1014.2,1009.0,1013.6,5.9,19.4,23.4,74,93,49,19582,20000,2213,1015.8,1015.1,1010.6
2018-12-20,26.3,34.2,23.9,0.0,1015.6,1007.5,1013.1,5.2,12.6,16.6,67,100,52,19823,18855,604,1017.2,1014.6,1009.1
2019-01-01,25.0,30.4,21.3,0.0,1015.4,1012.8,1018.6,4.3,18.4,24.1,67,88,49,19557,20000,1509,1017.0,1020.2,1014.4
2019-01-02,26.2,30.7,22.6,0.0,1014.9,1012.3,1017.3,4.8,15.1,23.0,61,74,48,19397,20000,4110,1016.5,1018.9,1013.9
2019-01-03,25.5,27.4,23.3,0.0,1014.6,1012.4,1017.4,4.9,16.2,25.2,63,75,56,19701,20000,3816,1016.2,1019.0,1014.0
2019-01-04,26.4,29.2,24.0,0.0,1013.4,1011.7,1016.4,5.4,15.1,20.2,66,74,56,19340,20000,14248,1015.0,1018.0,1013.3
2019-01-05,25.6,28.9,23.2,1.2,1013.1,1011.3,1015.0,3.9,16.6,20.5,81,100,66,12194,20000,1125,1014.7,1016.6,1012.9
2019-01-06,27.7,33.0,23.8,0.0,1012.8,1011.1,1015.1,3.5,15.1,20.9,78,99,57,10644,20000,3223,1014.4,1016.6,1012.7
2019-01-07,28.5,33.1,24.0,0.0,1011.7,1009.5,1013.8,4.7,13.3,18.0,80,99,59,8850,15682,3166,1013.3,1015.3,1011.1
2019-01-08,27.7,32.1,24.5,0.0,1012.1,1010.2,1013.2,6.0,16.9,26.3,88,100,69,16019,20000,596,1013.7,1014.7,1011.8
2019-01-09,27.6,32.1,24.3,0.0,1012.3,1010.3,1014.1,2.7,13.0,15.5,87,100,64,12198,19878,2517,1013.9,1015.6,1011.9
2019-01-10,28.0,32.9,23.6,0.0,1011.8,1009.9,1013.9,2.7,12.6,19.8,82,100,56,7901,20000,1330,1013.4,1015.4,1011.5
2019-01-11,28.0,33.0,23.8,0.0,1011.8,1009.5,1014.4,2.3,12.2,16.6,81,100,55,6321,16419,737,1013.4,1015.9,1011.1
2019-01-12,28.8,34.4,24.3,0.0,1011.3,1009.2,1014.2,2.9,15.5,20.9,77,100,48,8975,20000,860,1012.9,1015.7,1010.8
2019-01-13,29.0,34.5,24.9,0.0,1010.8,1009.0,1013.6,3.8,18.0,27.7,73,100,45,10972,20000,536,1012.4,1015.1,1010.6
2019-01-14,29.1,34.2,25.1,0.0,1009.7,1007.7,1012.1,3.7,14.4,23.8,78,100,48,9146,20000,575,1011.3,1013.6,1009.3
2019-01-15,27.7,32.3,25.2,0.4,1010.4,1008.5,1013.1,2.7,11.5,17.3,85,100,61,7922,13683,2052,1012.0,1014.6,1010.1
2019-01-16,28.2,32.9,23.3,0.0,1010.7,1008.8,1012.9,3.9,14.4,21.2,70,100,47,13506,20000,702,1012.3,1014.4,1010.4
2019-01-17,28.7,32.8,23.7,0.0,1011.0,1008.6,1013.3,6.6,19.8,27.0,63,90,50,16271,20000,1227,1012.6,1014.8,1010.2
2019-01-18,26.7,31.3,23.7,0.0,1012.0,1010.0,1014.3,5.2,17.6,24.5,67,82,52,17422,20000,5866,1013.6,1015.8,1011.6
2019-01-19,27.8,32.8,22.9,0.0,1011.4,1009.1,1014.2,4.3,18.0,25.6,66,92,48,15149,20000,2220,1013.0,1015.7,1010.7
2019-01-20,28.5,34.6,23.0,0.0,1010.9,1008.5,1013.5,2.9,14.0,17.6,72,100,44,10293,20000,1032,1012.5,1015.0,1010.1
2019-01-21,28.4,34.0,23.6,0.0,1011.9,1009.4,1014.3,3.2,14.8,18.7,76,100,50,9078,20000,704,1013.5,1015.8,1011.0
2019-01-22,27.5,32.6,21.6,0.0,1013.1,1010.7,1015.7,5.4,19.8,26.6,66,94,44,14898,20000,1605,1014.7,1017.2,1012.3
2019-01-23,26.7,32.6,20.8,0.0,1012.8,1010.7,1015.6,4.8,21.6,29.2,61,85,42,15486,20000,2480,1014.4,1017.1,1012.3
2019-01-24,26.1,33.4,20.2,0.0,1013.1,1010.6,1015.4,3.6,17.3,24.8,57,90,27,14160,20000,3426,1014.7,1016.9,1012.2
2019-01-25,26.5,33.2,21.0,0.0,1012.6,1011.0,1016.2,3.6,16.6,21.2,65,100,33,10583,20000,1872,1014.2,1017.7,1012.6
2019-01-26,27.1,31.8,22.1,0.0,1012.6,1010.1,1015.0,6.3,18.7,26.6,53,79,34,15400,20000,2196,1014.2,1016.5,1011.7
2019-01-27,25.4,31.7,20.7,0.0,1012.2,1009.7,1015.7,5.4,22.7,27.7,59,84,40,14460,20000,6834,1013.8,1017.2,1011.3
2019-01-28,26.0,32.3,20.3,0.0,1011.1,1009.2,1014.2,3.8,17.6,24.1,64,91,39,10541,20000,2402,1012.7,1015.7,1010.8
2019-01-29,26.8,33.7,20.6,0.0,1010.6,1008.7,1012.9,2.7,14.0,19.4,62,91,36,9606,20000,2556,1012.2,1014.4,1010.3
2019-01-30,28.4,33.6,22.7,0.0,1010.5,1008.0,1013.3,3.5,14.4,20.2,72,97,46,7340,13118,2804,1012.1,1014.8,1009.6
2019-01-31,29.1,34.1,25.0,0.0,1010.7,1008.2,1013.0,4.7,15.5,20.9,77,100,47,8685,15230,3722,1012.3,1014.5,1009.8
2019-01-Min,28.6,34.6,20.2,1.6,1010.5,1007.7,1018.6,4.7,22.7,29.2,77.0,100,27,12023.0,20000,536,1012.1,1020.1,1009.3
2019-02-01,28.5,33.7,25.0,0.0,1010.1,1008.1,1013.3,5.8,19.1,32.0,80.0,100.0,44.0,13848.0,20000.0,2671.0,1011.7,1014.8,1009.7
2019-02-02,28.9,33.8,24.6,0.0,1010.8,1007.2,1012.2,6.0,16.6,23.4,81.0,100.0,56.0,17578.0,19291.0,3831.0,1012.4,1013.7,1008.8
2019-02-03,29.3,33.8,24.4,0.0,1010.5,1008.2,1013.1,6.7,16.2,22.3,82.0,98.0,57.0,15905.0,20000.0,2232.0,1012.1,1014.6,1009.8
2019-02-04,29.2,33.6,26.0,0.0,1009.6,1008.4,1013.3,8.8,14.4,19.4,83.0,98.0,63.0,16062.0,20000.0,4699.0,1011.1,1014.8,1010.0
2019-02-05,28.5,33.6,26.4,0.0,1009.2,1007.7,1012.5,8.7,18.7,24.8,85.0,97.0,62.0,18091.0,20000.0,1855.0,1010.8,1014.0,1009.3
2019-02-06,28.9,32.1,26.6,0.0,1010.1,1007.3,1011.1,7.3,17.3,25.2,83.0,94.0,70.0,16598.0,20000.0,6187.0,1011.7,1012.6,1008.9
2019-02-07,29.0,33.2,25.8,0.0,1009.3,1007.8,1012.6,7.3,15.5,22.0,82.0,99.0,61.0,19107.0,20000.0,1947.0,1010.9,1014.1,1009.4
2019-02-08,29.2,33.1,25.8,0.0,1009.6,1007.0,1012.0,7.4,15.8,22.3,84.0,99.0,66.0,18519.0,20000.0,5691.0,1011.1,1013.5,1008.6
2019-02-09,29.3,33.1,26.8,0.0,1011.5,1007.0,1011.8,8.1,16.2,23.4,84.0,95.0,67.0,16520.0,20000.0,5781.0,1013.1,1013.3,1008.6
2019-02-10,28.6,33.2,27.0,0.0,1012.3,1008.7,1013.2,7.0,18.7,25.9,83.0,94.0,70.0,17370.0,20000.0,1318.0,1013.9,1014.7,1010.3
2019-02-11,29.2,32.9,24.1,0.0,1013.5,1009.7,1014.3,3.7,17.6,27.0,77.0,100.0,66.0,15053.0,20000.0,1763.0,1015.1,1015.8,1011.3
2019-02-12,29.8,34.7,24.2,0.0,1011.7,1010.9,1016.5,7.0,14.8,20.2,76.0,100.0,51.0,10102.0,20000.0,5785.0,1013.2,1018.0,1012.5
2019-02-13,28.9,35.3,25.1,0.0,1010.9,1009.4,1014.8,8.3,14.4,20.9,79.0,100.0,44.0,16866.0,18044.0,2712.0,1012.5,1016.3,1011.0
2019-02-14,28.8,33.1,26.6,0.0,1011.3,1008.5,1013.4,8.3,16.6,24.1,79.0,90.0,59.0,17465.0,20000.0,11269.0,1012.9,1014.9,1010.1
2019-02-15,28.8,32.8,26.7,0.0,1010.4,1009.0,1013.1,9.8,18.0,25.6,76.0,90.0,59.0,19230.0,20000.0,4611.0,1012.0,1014.6,1010.6
2019-02-16,28.4,32.9,26.7,0.0,1009.3,1008.4,1013.6,9.1,19.1,29.2,79.0,87.0,57.0,19736.0,20000.0,10942.0,1010.9,1015.1,1010.0
2019-02-17,28.4,32.1,26.4,0.0,1009.1,1007.3,1012.8,9.1,18.7,25.9,78.0,88.0,63.0,19826.0,20000.0,3959.0,1010.7,1014.3,1008.9
2019-02-18,28.8,32.6,25.6,0.0,1011.0,1006.9,1012.1,8.2,20.9,27.7,77.0,89.0,59.0,19894.0,20000.0,3174.0,1012.6,1013.6,1008.5
2019-02-19,29.2,33.7,25.4,0.0,1011.8,1008.6,1013.0,7.3,18.7,26.3,76.0,95.0,54.0,19801.0,20000.0,4905.0,1013.4,1014.5,1010.2
2019-02-20,29.2,33.9,25.3,0.0,1010.5,1010.0,1014.2,6.9,18.4,24.1,79.0,96.0,46.0,19571.0,20000.0,3311.0,1012.1,1015.7,1011.6
2019-02-21,29.3,33.9,24.9,0.0,1008.7,1008.0,1014.0,8.3,15.8,23.8,78.0,99.0,60.0,19312.0,20000.0,2869.0,1010.2,1015.5,1009.6
2019-02-22,30.0,33.5,25.0,0.0,1007.8,1006.9,1011.7,9.3,18.4,25.9,76.0,99.0,51.0,19241.0,20000.0,3818.0,1009.3,1013.2,1008.5
2019-02-23,29.5,35.2,26.8,0.0,1007.6,1005.5,1010.6,8.8,19.4,27.4,82.0,92.0,48.0,19212.0,20000.0,2551.0,1009.1,1012.1,1007.1
2019-02-24,29.4,33.7,27.3,0.0,1008.1,1005.5,1010.3,9.7,15.8,26.3,79.0,91.0,64.0,18971.0,20000.0,3009.0,1009.6,1011.8,1007.1
2019-02-25,28.7,33.6,27.2,0.0,1008.5,1005.5,1010.7,8.1,20.2,29.2,76.0,90.0,64.0,19013.0,20000.0,4598.0,1010.1,1012.2,1007.1
2019-02-26,29.2,33.4,24.8,0.0,1007.1,1006.8,1011.1,7.6,21.6,28.8,76.0,95.0,59.0,16377.0,20000.0,1873.0,1008.6,1012.6,1008.4
2019-02-27,29.1,33.8,25.2,0.0,1007.5,1005.3,1009.6,8.2,15.8,21.2,79.0,93.0,57.0,15121.0,20000.0,1573.0,1009.0,1011.1,1006.9
2019-02-Min,29.8,35.3,24.1,0.0,1006.2,1005.3,1016.5,10.6,21.6,32.0,78,100.0,44.0,15304,20000.0,1318.0,1007.7,1018.0,1006.9
2019-03-01,29.9,33.7,26.5,0.0,1005.5,1005.5,1010.7,10.6,20.2,26.6,79,92,52,16627,20000,5085,1007.0,1012.2,1007.1
2019-03-02,29.5,33.8,27.5,0.0,1006.2,1003.9,1009.5,10.8,20.5,26.6,79,89,63,16786,20000,7833,1007.7,1011.0,1005.4
2019-03-03,29.1,34.6,27.7,0.0,1007.8,1003.1,1008.4,9.7,19.4,25.6,76,89,59,17462,20000,3160,1009.3,1009.9,1004.6
2019-03-04,29.8,33.5,26.5,0.0,1007.9,1003.8,1009.0,8.1,20.5,31.0,73,93,62,18545,20000,1711,1009.4,1010.5,1005.4
2019-03-05,29.5,33.1,25.9,0.0,1007.8,1005.8,1010.1,8.5,21.2,30.2,75,92,52,19775,20000,255,1009.3,1011.6,1007.4
2019-03-06,29.4,35.1,26.3,0.0,1009.4,1005.7,1011.0,8.9,17.3,23.4,77,91,41,19600,20000,6075,1010.9,1012.5,1007.3
2019-03-07,29.1,34.1,26.7,0.0,1010.3,1005.6,1011.1,10.0,20.5,26.3,79,91,53,19939,20000,6003,1011.9,1012.6,1007.2
2019-03-08,29.2,33.9,26.9,0.0,1010.7,1006.4,1011.2,8.1,18.4,26.3,79,90,58,19406,20000,1357,1012.3,1012.7,1008.0
2019-03-09,29.6,33.5,26.5,0.0,1010.4,1008.4,1013.4,6.4,20.9,29.9,80,91,56,17183,20000,8559,1011.9,1014.9,1010.0
2019-03-10,30.5,33.6,25.0,0.0,1010.3,1008.5,1014.0,6.3,18.4,24.8,69,100,58,14056,20000,6451,1011.8,1015.5,1010.1
2019-03-11,30.1,34.9,25.1,0.0,1011.3,1008.3,1013.9,8.3,17.3,22.0,78,100,59,17971,20000,747,1012.8,1015.4,1009.9
2019-03-12,29.7,36.7,25.3,0.0,1010.6,1008.0,1013.1,9.3,15.8,20.5,78,100,26,19508,20000,3240,1012.1,1014.6,1009.6
2019-03-13,30.2,34.4,26.6,0.0,1010.0,1009.0,1013.8,8.7,18.0,25.6,75,94,54,18222,20000,6541,1011.5,1015.3,1010.6
2019-03-14,26.0,33.9,27.0,0.0,1010.7,1007.9,1014.7,3.7,19.8,28.1,94,91,56,9445,20000,1612,1012.3,1016.2,1009.5
2019-03-15,29.7,34.2,25.3,1.6,1009.3,1007.7,1013.2,6.5,20.2,26.3,81,100,50,12684,20000,805,1010.8,1014.7,1009.3
2019-03-16,30.0,28.2,24.6,1.2,1008.3,1008.8,1013.3,8.7,15.8,20.9,78,100,83,13290,20000,1324,1009.8,1014.9,1010.4
2019-03-17,30.0,34.1,25.0,0.2,1007.7,1006.8,1012.7,9.2,16.2,21.6,78,100,60,13614,20000,3993,1009.2,1014.2,1008.4
2019-03-18,29.9,34.5,27.5,0.0,1007.8,1005.9,1011.4,9.6,20.9,28.4,80,92,58,16446,20000,6245,1009.3,1012.9,1007.5
2019-03-19,30.4,34.5,27.1,0.0,1007.2,1005.3,1010.8,8.8,19.8,28.4,80,92,56,16272,20000,7481,1008.7,1012.3,1006.9
2019-03-20,30.7,34.1,27.3,0.0,1006.4,1005.3,1010.6,7.6,18.7,26.3,80,92,62,12252,20000,1582,1007.9,1012.1,1006.9
2019-03-21,30.5,34.8,27.4,0.0,1006.3,1004.6,1010.3,7.4,18.0,26.6,80,94,62,11571,20000,7490,1007.8,1011.8,1006.2
2019-03-22,30.6,35.8,26.2,0.0,1006.9,1004.0,1009.5,7.9,18.4,25.2,77,100,57,15070,20000,3407,1008.4,1011.0,1005.6
2019-03-23,27.6,36.0,26.6,0.0,1009.2,1003.7,1009.3,5.4,15.5,21.2,88,100,53,16386,20000,5046,1010.8,1010.8,1005.3
2019-03-24,30.0,35.7,27.1,0.0,1009.6,1004.3,1009.1,6.7,18.7,29.2,79,91,53,18004,20000,3239,1011.1,1010.6,1005.9
2019-03-25,30.0,30.1,25.7,0.0,1009.7,1007.3,1011.4,8.5,19.1,27.4,79,99,76,18378,20000,1896,1011.2,1012.9,1008.9
2019-03-26,30.7,35.4,26.4,0.0,1007.2,1007.4,1011.5,9.6,16.6,23.8,76,97,54,18789,20000,6484,1008.7,1013.0,1009.0
2019-03-27,30.4,34.7,27.8,0.0,1006.4,1007.0,1012.4,9.7,19.4,26.3,79,90,58,18058,20000,3536,1007.9,1013.9,1008.6
2019-03-28,30.6,35.4,28.0,0.0,1006.6,1005.2,1010.8,9.6,18.7,27.4,82,89,57,18647,20000,4942,1008.1,1012.3,1006.7
2019-03-29,30.0,34.9,28.2,0.0,1008.0,1003.9,1009.3,8.0,19.1,27.4,79,92,59,18478,20000,3267,1009.5,1010.8,1005.4
2019-03-30,29.9,34.8,28.4,0.0,1009.1,1003.6,1009.2,7.2,19.1,26.3,74.0,94,64,18670.0,20000,11625,1010.6,1010.7,1005.1
2019-03-31,29.5,35.1,25.4,0.0,1008.5,1005.3,1009.9,7.1,20.2,28.1,78.0,91,65,15394.0,20000,3805,1010.0,1011.4,1006.9
2019-03-Min,28.8,36.7,24.6,3.0,1009.1,1003.1,1014.7,6.0,21.2,31.0,82.0,100,26,16035.0,20000,255,1010.7,1016.2,1004.7
2019-04-01,30.6,35.5,25.1,0.0,1008.7,1006.5,1011.4,7.8,19.4,24.8,69.0,91.0,48.0,19166.0,20000.0,3971.0,1010.2,1012.9,1008.1
2019-04-02,30.5,35.6,23.4,0.4,1008.5,1005.4,1011.2,7.7,18.0,25.9,75.0,100.0,54.0,18333.0,20000.0,203.0,1010.0,1012.7,1007.0
2019-04-03,30.7,34.1,24.9,0.4,1007.8,1005.7,1011.5,7.5,19.8,31.0,79.0,100.0,62.0,19164.0,20000.0,4519.0,1009.3,1013.0,1007.3
2019-04-04,29.5,35.6,26.8,0.0,1008.2,1006.0,1011.9,6.8,16.9,24.1,81.0,95.0,28.0,17538.0,20000.0,4070.0,1009.7,1013.4,1007.6
2019-04-05,31.0,35.2,26.2,0.0,1006.6,1005.6,1010.8,8.0,19.8,25.9,74.0,96.0,46.0,18113.0,20000.0,2156.0,1008.1,1012.3,1007.2
2019-04-06,31.4,35.9,27.1,0.0,1006.8,1004.9,1010.7,9.8,18.0,23.4,76.0,93.0,55.0,19822.0,20000.0,8220.0,1008.3,1012.2,1006.5
2019-04-07,31.4,35.7,25.1,0.6,1006.0,1005.6,1010.7,9.6,23.0,29.2,77.0,100.0,59.0,19873.0,20000.0,3679.0,1007.5,1012.2,1007.2
2019-04-08,31.2,36.2,26.6,0.0,1005.1,1004.4,1009.3,10.6,16.9,24.1,78.0,98.0,46.0,19861.0,20000.0,2046.0,1006.6,1010.8,1006.0
2019-04-09,31.3,35.9,29.0,0.0,1005.3,1004.0,1009.1,10.4,18.4,25.9,79.0,89.0,55.0,19677.0,20000.0,1255.0,1006.8,1010.6,1005.5
2019-04-10,31.2,35.8,28.7,0.0,1006.4,1003.6,1009.7,9.9,18.0,24.5,78.0,88.0,58.0,19712.0,20000.0,2578.0,1007.9,1011.2,1005.1
2019-04-11,31.6,35.5,28.9,0.0,1006.8,1002.6,1008.2,9.6,20.5,28.1,76.0,88.0,62.0,19923.0,20000.0,14731.0,1008.3,1009.7,1004.1
2019-04-12,31.4,35.3,28.9,0.0,1006.7,1002.8,1007.9,9.4,19.8,27.4,79.0,89.0,64.0,19825.0,20000.0,13542.0,1008.2,1009.4,1004.3
2019-04-13,31.6,35.6,28.6,0.0,1006.7,1003.7,1008.8,8.9,19.8,27.7,79.0,88.0,62.0,19814.0,20000.0,13371.0,1008.2,1010.3,1005.2
2019-04-14,32.1,36.1,29.1,0.0,1006.3,1004.0,1009.8,9.7,20.2,27.4,75.0,89.0,54.0,19799.0,20000.0,4833.0,1007.8,1011.3,1005.5
2019-04-15,31.9,35.9,28.6,0.0,1005.4,1004.2,1009.0,10.3,19.8,27.0,79.0,92.0,58.0,19300.0,20000.0,15779.0,1006.9,1010.5,1005.7
2019-04-16,32.0,35.7,29.1,0.0,1004.1,1003.9,1009.4,9.4,17.6,24.1,78.0,90.0,59.0,17929.0,20000.0,3246.0,1005.6,1010.9,1005.4
2019-04-17,32.9,36.6,29.4,0.0,1002.4,1003.5,1009.3,8.2,20.5,29.2,69.0,91.0,46.0,15691.0,20000.0,1008.0,1003.9,1010.8,1005.0
2019-04-18,32.7,35.9,29.3,0.0,1002.6,1002.8,1008.2,9.3,19.8,29.5,73.0,90.0,64.0,14642.0,20000.0,8521.0,1004.1,1009.7,1004.3
2019-04-19,30.6,36.3,29.2,0.0,1004.7,1001.1,1007.2,9.5,18.7,26.6,77.0,95.0,53.0,17716.0,20000.0,10775.0,1006.2,1008.7,1002.6
2019-04-20,31.3,39.5,29.5,0.0,1005.9,999.8,1005.3,6.0,16.6,26.3,76.0,91.0,35.0,18779.0,20000.0,1594.0,1007.4,1006.8,1001.3
2019-04-21,32.7,37.0,29.9,0.0,1005.1,1000.0,1005.2,7.9,18.4,25.9,73.0,88.0,54.0,19872.0,20000.0,3146.0,1006.6,1006.7,1001.5
2019-04-22,32.4,36.8,22.2,28.8,1004.9,1001.1,1006.8,7.3,21.2,29.9,74.0,100.0,54.0,18569.0,20000.0,228.0,1006.4,1008.3,1002.7
2019-04-23,32.3,36.1,26.4,0.0,1004.7,1003.5,1008.1,7.3,15.5,23.8,77.0,96.0,54.0,18567.0,20000.0,7101.0,1006.2,1009.6,1005.1
2019-04-24,31.9,37.5,29.2,0.0,1005.6,1002.9,1008.4,9.4,16.6,23.0,76.0,91.0,51.0,19336.0,20000.0,15322.0,1007.1,1009.9,1004.4
2019-04-25,31.9,37.0,27.9,0.0,1006.5,1002.1,1007.5,8.6,16.6,32.4,73.0,89.0,53.0,19958.0,20000.0,5716.0,1008.0,1009.0,1003.6
2019-04-26,32.2,37.2,28.2,0.0,1006.0,1001.9,1006.6,8.2,17.6,24.5,75.0,89.0,58.0,19894.0,20000.0,5316.0,1007.5,1008.1,1003.4
2019-04-27,30.9,36.3,29.4,0.0,1006.0,1002.5,1007.5,7.8,19.1,25.9,73.0,85.0,57.0,18052.0,20000.0,9018.0,1007.5,1009.0,1004.0
2019-04-29,32.5,36.9,29.0,0.0,1004.9,1003.3,1008.5,7.3,19.4,25.9,69,88.0,52.0,19967,20000.0,8310.0,1006.4,1010.0,1004.8
2019-04-30,33.0,36.1,23.8,18.2,1005.4,1002.7,1008.6,7.8,19.8,28.4,68,100.0,52.0,19970,20000.0,584.0,1006.9,1010.1,1004.3
2019-04-Min,32.2,39.5,22.2,48.4,1006.6,999.8,1011.9,6.6,23.0,32.4,68,100.0,28.0,19967,20000.0,203.0,1008.1,1013.4,1001.4
2019-05-01,32.3,38.0,29.0,0.0,1004.8,1001.8,1008.3,7.9,19.4,25.9,70,87,45,19497,20000,3406,1006.3,1009.8,1003.3
2019-05-02,32.6,38.2,29.9,0.0,1003.1,1002.7,1008.4,7.8,19.8,27.7,67,90,44,17590,20000,8189,1004.6,1009.9,1004.2
2019-05-03,31.9,38.8,29.6,0.0,1002.3,1003.5,1008.5,6.5,18.0,23.8,68,89,47,15500,20000,11339,1003.8,1010.0,1005.0
2019-05-04,32.2,38.2,28.3,0.0,1002.4,1003.2,1008.8,7.3,18.4,27.0,66,82,47,15000,20000,2366,1003.9,1010.3,1004.7
2019-05-05,31.9,37.1,29.1,0.0,1003.0,1002.0,1007.9,7.7,19.8,28.1,69,86,51,14102,20000,11106,1004.5,1009.4,1003.5
2019-05-06,31.4,37.4,28.6,0.0,1005.0,1000.4,1006.0,5.9,18.4,28.8,66,84,48,17293,20000,5807,1006.5,1007.5,1001.9
2019-05-07,32.1,36.5,28.5,0.0,1005.0,999.6,1004.7,6.7,16.2,25.6,66,77,52,16608,20000,10537,1006.5,1006.2,1001.1
2019-05-08,29.1,37.2,28.9,0.0,1004.7,999.3,1004.3,6.0,18.0,25.2,81,79,50,14108,20000,9640,1006.2,1005.8,1000.8
2019-05-09,29.7,36.4,29.0,0.0,1005.7,999.9,1005.0,4.1,18.7,27.4,76,83,51,14059,20000,6147,1007.2,1006.5,1001.4
2019-05-10,27.3,36.3,27.9,0.0,1005.2,1001.9,1007.3,3.5,18.4,26.3,90,84,51,8846,20000,1043,1006.8,1008.8,1003.4
2019-05-11,29.6,36.7,28.3,0.0,1005.7,1002.2,1008.0,4.3,18.4,23.0,82,78,48,13554,20000,5271,1007.2,1009.5,1003.7
2019-05-12,28.8,37.1,25.0,2.2,1005.9,1001.2,1007.3,4.2,18.0,27.0,84,100,51,14837,20000,3155,1007.4,1008.8,1002.8
2019-05-13,31.2,32.4,26.0,0.0,1004.5,1002.5,1007.4,7.1,10.1,15.1,74,91,67,16909,20000,8775,1006.0,1008.9,1004.1
2019-05-14,31.2,33.7,24.0,44.0,1004.2,1002.6,1006.9,6.5,21.2,33.1,75,100,59,14692,20000,659,1005.7,1008.4,1004.2
2019-05-15,32.3,34.1,24.0,55.8,1005.0,1002.7,1007.9,7.2,19.8,31.3,71,100,56,17716,20000,475,1006.5,1009.4,1004.3
2019-05-16,31.7,33.1,24.8,0.2,1005.2,1003.4,1008.2,6.7,12.6,18.0,76,100,59,18128,20000,5441,1006.7,1009.7,1005.0
2019-05-17,31.9,36.2,27.8,0.0,1005.4,1001.9,1007.2,6.8,20.2,26.6,74,98,52,18403,20000,7944,1006.9,1008.7,1003.4
2019-05-18,28.7,36.7,26.4,6.2,1006.1,1001.3,1006.7,3.6,19.4,27.7,84,100,49,16642,20000,632,1007.6,1008.2,1002.9
2019-05-19,29.2,37.1,27.7,0.0,1006.3,1002.3,1007.0,5.2,18.7,29.2,81,96,47,18045,20000,7849,1007.8,1008.5,1003.8
2019-05-20,30.2,36.9,27.3,0.0,1005.2,1002.6,1007.2,4.6,18.7,28.8,76,96,52,18656,20000,4019,1006.7,1008.7,1004.1
2019-05-21,31.1,36.1,27.4,0.0,1003.7,1002.2,1007.1,7.0,18.4,27.7,72,95,57,19040,20000,9886,1005.2,1008.6,1003.7
2019-05-22,30.8,34.8,24.4,8.0,1003.6,1002.8,1007.9,5.9,24.1,32.4,73,100,56,19693,20000,1553,1005.1,1009.4,1004.4
2019-05-23,29.3,34.6,25.9,0.0,1003.3,1003.8,1008.1,5.7,18.7,28.4,83,97,63,16300,20000,2904,1004.8,1009.6,1005.4
2019-05-24,29.2,35.4,25.6,3.4,1003.7,1003.1,1007.8,6.6,25.9,36.4,85,100,56,16888,20000,1517,1005.2,1009.3,1004.7
2019-05-25,29.1,35.1,27.6,0.0,1004.3,1001.1,1006.0,6.9,18.4,25.9,85,86,56,19212,20000,1750,1005.8,1007.5,1002.6
2019-05-26,26.8,35.9,26.7,0.0,1005.0,1001.1,1005.9,3.7,21.2,28.1,97,90,56,13735,20000,3441,1006.6,1007.4,1002.6
2019-05-27,30.1,35.5,25.1,4.0,1004.8,1000.4,1005.3,6.6,19.8,33.8,80,100,57,18463,20000,1963,1006.3,1006.8,1002.0
2019-05-28,30.6,34.6,24.6,16.8,1005.1,1000.5,1005.9,5.0,18.7,26.6,77,100,59,19729,20000,799,1006.6,1007.4,1002.1
2019-05-29,30.3,33.9,24.5,5.6,1005.3,1001.4,1006.5,5.7,18.0,26.3,78,100,63,19547,20000,1380,1006.8,1008.0,1003.0
2019-05-30,31.4,29.8,25.2,12.8,1005.0,1002.1,1007.3,6.3,13.3,20.2,76,100,0,19656,20000,975,1006.5,1008.8,1003.7
2019-05-31,32.0,35.1,24.9,12.6,1004.3,1002.1,1006.7,6.3,16.6,23.4,74,100,59,19937,20000,880,1005.8,1008.2,1003.7
2019-05-Min,29.0,38.8,24.0,171.6,1005.0,999.3,1008.8,5.2,25.9,36.4,87,100,0,16488,20000,475,1006.5,1010.3,1000.9
2019-06-01,29.4,35.7,26.2,0.0,1007.6,1002.3,1007.4,4.5,15.8,19.8,91,100,54,15002,20000,10533,1009.1,1008.9,1003.9
2019-06-02,27.9,35.7,25.8,1.2,1007.9,1002.2,1008.1,3.5,18.0,26.3,96,100,58,13494,20000,3765,1009.5,1009.6,1003.8
